snap,side,target_delta,spot,vix,atm_iv,variant,sigma,actual_strike,derived_strike,error_pts,error_increments,implied_m
07:00,p,0.3,7573.11,16.14,0.1719,vix,0.1614,7552.4,7556.4,4.1,0.81,1.244
07:00,p,0.3,7573.11,16.14,0.1719,vixadj,0.1264,7552.4,7560.0,7.7,1.53,1.586
07:00,p,0.3,7573.11,16.14,0.1719,atmiv,0.1719,7552.4,7555.3,3.0,0.6,1.168
07:00,c,0.05,7573.11,16.14,0.1719,vix,0.1614,7623.4,7626.0,2.5,0.51,0.952
07:00,c,0.05,7573.11,16.14,0.1719,vixadj,0.1264,7623.4,7614.5,-9.0,-1.79,1.216
07:00,c,0.05,7573.11,16.14,0.1719,atmiv,0.1719,7623.4,7629.4,6.0,1.2,0.894
07:00,c,0.1,7573.11,16.14,0.1719,vix,0.1614,7612.1,7614.3,2.2,0.44,0.947
07:00,c,0.1,7573.11,16.14,0.1719,vixadj,0.1264,7612.1,7605.3,-6.8,-1.35,1.21
07:00,c,0.1,7573.11,16.14,0.1719,atmiv,0.1719,7612.1,7617.0,4.9,0.97,0.889
07:00,c,0.15,7573.11,16.14,0.1719,vix,0.1614,7604.5,7606.4,1.9,0.38,0.943
07:00,c,0.15,7573.11,16.14,0.1719,vixadj,0.1264,7604.5,7599.2,-5.3,-1.07,1.204
07:00,c,0.15,7573.11,16.14,0.1719,atmiv,0.1719,7604.5,7608.6,4.1,0.81,0.885
07:00,c,0.2,7573.11,16.14,0.1719,vix,0.1614,7598.7,7600.1,1.4,0.29,0.946
07:00,c,0.2,7573.11,16.14,0.1719,vixadj,0.1264,7598.7,7594.3,-4.4,-0.89,1.209
07:00,c,0.2,7573.11,16.14,0.1719,atmiv,0.1719,7598.7,7601.9,3.2,0.64,0.889
07:00,c,0.3,7573.11,16.14,0.1719,vix,0.1614,7589.2,7590.0,0.7,0.15,0.957
07:00,c,0.3,7573.11,16.14,0.1719,vixadj,0.1264,7589.2,7586.3,-2.9,-0.59,1.223
07:00,c,0.3,7573.11,16.14,0.1719,atmiv,0.1719,7589.2,7591.1,1.8,0.36,0.898
07:30,p,0.05,7575.57,16.09,0.1583,vix,0.1609,7499.7,7525.6,25.9,5.18,1.518
07:30,p,0.05,7575.57,16.09,0.1583,vixadj,0.1261,7499.7,7536.4,36.7,7.34,1.936
07:30,p,0.05,7575.57,16.09,0.1583,atmiv,0.1583,7499.7,7526.4,26.7,5.34,1.542
07:30,p,0.1,7575.57,16.09,0.1583,vix,0.1609,7523.6,7536.6,13.0,2.59,1.333
07:30,p,0.1,7575.57,16.09,0.1583,vixadj,0.1261,7523.6,7545.0,21.4,4.28,1.7
07:30,p,0.1,7575.57,16.09,0.1583,atmiv,0.1583,7523.6,7537.2,13.6,2.72,1.354
07:30,p,0.15,7575.57,16.09,0.1583,vix,0.1609,7536.1,7544.0,7.9,1.59,1.252
07:30,p,0.15,7575.57,16.09,0.1583,vixadj,0.1261,7536.1,7550.8,14.7,2.95,1.596
07:30,p,0.15,7575.57,16.09,0.1583,atmiv,0.1583,7536.1,7544.5,8.4,1.69,1.272
07:30,p,0.2,7575.57,16.09,0.1583,vix,0.1609,7544.8,7550.0,5.1,1.03,1.2
07:30,p,0.2,7575.57,16.09,0.1583,vixadj,0.1261,7544.8,7555.5,10.7,2.13,1.531
07:30,p,0.2,7575.57,16.09,0.1583,atmiv,0.1583,7544.8,7550.4,5.5,1.11,1.22
07:30,p,0.3,7575.57,16.09,0.1583,vix,0.1609,7557.5,7559.6,2.1,0.43,1.135
07:30,p,0.3,7575.57,16.09,0.1583,vixadj,0.1261,7557.5,7563.1,5.6,1.12,1.447
07:30,p,0.3,7575.57,16.09,0.1583,atmiv,0.1583,7557.5,7559.9,2.4,0.48,1.153
07:30,c,0.05,7575.57,16.09,0.1583,vix,0.1609,7622.1,7626.0,3.9,0.79,0.922
07:30,c,0.05,7575.57,16.09,0.1583,vixadj,0.1261,7622.1,7615.1,-7.0,-1.41,1.178
07:30,c,0.05,7575.57,16.09,0.1583,atmiv,0.1583,7622.1,7625.2,3.1,0.62,0.937
07:30,c,0.1,7575.57,16.09,0.1583,vix,0.1609,7609.7,7614.9,5.2,1.04,0.868
07:30,c,0.1,7575.57,16.09,0.1583,vixadj,0.1261,7609.7,7606.3,-3.3,-0.67,1.109
07:30,c,0.1,7575.57,16.09,0.1583,atmiv,0.1583,7609.7,7614.2,4.6,0.91,0.882
07:30,c,0.15,7575.57,16.09,0.1583,vix,0.1609,7603.3,7607.4,4.1,0.81,0.872
07:30,c,0.15,7575.57,16.09,0.1583,vixadj,0.1261,7603.3,7600.4,-2.8,-0.57,1.114
07:30,c,0.15,7575.57,16.09,0.1583,atmiv,0.1583,7603.3,7606.8,3.6,0.71,0.886
07:30,c,0.2,7575.57,16.09,0.1583,vix,0.1609,7598.2,7601.4,3.2,0.65,0.875
07:30,c,0.2,7575.57,16.09,0.1583,vixadj,0.1261,7598.2,7595.8,-2.4,-0.48,1.118
07:30,c,0.2,7575.57,16.09,0.1583,atmiv,0.1583,7598.2,7601.0,2.8,0.56,0.889
07:30,c,0.3,7575.57,16.09,0.1583,vix,0.1609,7589.8,7591.7,1.8,0.37,0.887
07:30,c,0.3,7575.57,16.09,0.1583,vixadj,0.1261,7589.8,7588.2,-1.7,-0.33,1.133
07:30,c,0.3,7575.57,16.09,0.1583,atmiv,0.1583,7589.8,7591.4,1.6,0.31,0.901
08:00,p,0.05,7573.61,16.14,0.1446,vix,0.1614,7511.3,7525.8,14.5,2.89,1.303
08:00,p,0.05,7573.61,16.14,0.1446,vixadj,0.1264,7511.3,7536.1,24.8,4.96,1.661
08:00,p,0.05,7573.61,16.14,0.1446,atmiv,0.1446,7511.3,7530.8,19.4,3.89,1.454
08:00,p,0.1,7573.61,16.14,0.1446,vix,0.1614,7530.3,7536.3,6.0,1.2,1.161
08:00,p,0.1,7573.61,16.14,0.1446,vixadj,0.1264,7530.3,7544.4,14.0,2.81,1.48
08:00,p,0.1,7573.61,16.14,0.1446,atmiv,0.1446,7530.3,7540.2,9.9,1.97,1.296
08:00,p,0.15,7573.61,16.14,0.1446,vix,0.1614,7541.5,7543.5,2.0,0.4,1.067
08:00,p,0.15,7573.61,16.14,0.1446,vixadj,0.1264,7541.5,7550.0,8.5,1.7,1.36
08:00,p,0.15,7573.61,16.14,0.1446,atmiv,0.1446,7541.5,7546.6,5.1,1.03,1.19
08:00,p,0.2,7573.61,16.14,0.1446,vix,0.1614,7548.8,7549.1,0.3,0.06,1.012
08:00,p,0.2,7573.61,16.14,0.1446,vixadj,0.1264,7548.8,7554.4,5.6,1.12,1.291
08:00,p,0.2,7573.61,16.14,0.1446,atmiv,0.1446,7548.8,7551.7,2.8,0.57,1.13
08:00,p,0.3,7573.61,16.14,0.1446,vix,0.1614,7558.3,7558.4,0.1,0.02,1.006
08:00,p,0.3,7573.61,16.14,0.1446,vixadj,0.1264,7558.3,7561.7,3.4,0.68,1.282
08:00,p,0.3,7573.61,16.14,0.1446,atmiv,0.1446,7558.3,7560.0,1.7,0.33,1.122
08:00,c,0.05,7573.61,16.14,0.1446,vix,0.1614,7616.4,7621.9,5.4,1.09,0.887
08:00,c,0.05,7573.61,16.14,0.1446,vixadj,0.1264,7616.4,7611.4,-5.0,-1.01,1.134
08:00,c,0.05,7573.61,16.14,0.1446,atmiv,0.1446,7616.4,7616.8,0.4,0.08,0.991
08:00,c,0.1,7573.61,16.14,0.1446,vix,0.1614,7605.3,7611.2,5.9,1.19,0.842
08:00,c,0.1,7573.61,16.14,0.1446,vixadj,0.1264,7605.3,7603.0,-2.2,-0.45,1.076
08:00,c,0.1,7573.61,16.14,0.1446,atmiv,0.1446,7605.3,7607.3,2.0,0.4,0.941
08:00,c,0.15,7573.61,16.14,0.1446,vix,0.1614,7599.7,7604.0,4.3,0.85,0.86
08:00,c,0.15,7573.61,16.14,0.1446,vixadj,0.1264,7599.7,7597.4,-2.3,-0.47,1.098
08:00,c,0.15,7573.61,16.14,0.1446,atmiv,0.1446,7599.7,7600.8,1.1,0.22,0.96
08:00,c,0.2,7573.61,16.14,0.1446,vix,0.1614,7594.9,7598.3,3.4,0.68,0.861
08:00,c,0.2,7573.61,16.14,0.1446,vixadj,0.1264,7594.9,7592.9,-1.9,-0.39,1.101
08:00,c,0.2,7573.61,16.14,0.1446,atmiv,0.1446,7594.9,7595.7,0.8,0.17,0.962
08:00,c,0.3,7573.61,16.14,0.1446,vix,0.1614,7587.1,7589.0,1.9,0.39,0.874
08:00,c,0.3,7573.61,16.14,0.1446,vixadj,0.1264,7587.1,7585.7,-1.4,-0.28,1.117
08:00,c,0.3,7573.61,16.14,0.1446,atmiv,0.1446,7587.1,7587.4,0.3,0.06,0.977
08:30,p,0.05,7579.0,16.02,0.1301,vix,0.1602,7524.6,7533.9,9.3,1.86,1.206
08:30,p,0.05,7579.0,16.02,0.1301,vixadj,0.1255,7524.6,7543.7,19.0,3.8,1.538
08:30,p,0.05,7579.0,16.02,0.1301,atmiv,0.1301,7524.6,7542.4,17.7,3.55,1.484
08:30,p,0.1,7579.0,16.02,0.1301,vix,0.1602,7541.4,7543.9,2.5,0.5,1.071
08:30,p,0.1,7579.0,16.02,0.1301,vixadj,0.1255,7541.4,7551.5,10.1,2.02,1.366
08:30,p,0.1,7579.0,16.02,0.1301,atmiv,0.1301,7541.4,7550.4,9.1,1.82,1.318
08:30,p,0.15,7579.0,16.02,0.1301,vix,0.1602,7550.9,7550.6,-0.3,-0.07,0.989
08:30,p,0.15,7579.0,16.02,0.1301,vixadj,0.1255,7550.9,7556.7,5.8,1.16,1.261
08:30,p,0.15,7579.0,16.02,0.1301,atmiv,0.1301,7550.9,7555.9,5.0,1.0,1.216
08:30,p,0.2,7579.0,16.02,0.1301,vix,0.1602,7556.9,7555.9,-1.0,-0.2,0.956
08:30,p,0.2,7579.0,16.02,0.1301,vixadj,0.1255,7556.9,7560.9,4.0,0.79,1.219
08:30,p,0.2,7579.0,16.02,0.1301,atmiv,0.1301,7556.9,7560.2,3.3,0.66,1.176
08:30,p,0.3,7579.0,16.02,0.1301,vix,0.1602,7566.1,7564.6,-1.4,-0.29,0.899
08:30,p,0.3,7579.0,16.02,0.1301,vixadj,0.1255,7566.1,7567.7,1.7,0.33,1.147
08:30,p,0.3,7579.0,16.02,0.1301,atmiv,0.1301,7566.1,7567.3,1.2,0.25,1.107
08:30,c,0.05,7579.0,16.02,0.1301,vix,0.1602,7619.9,7624.5,4.5,0.91,0.9
08:30,c,0.05,7579.0,16.02,0.1301,vixadj,0.1255,7619.9,7614.6,-5.3,-1.07,1.15
08:30,c,0.05,7579.0,16.02,0.1301,atmiv,0.1301,7619.9,7615.9,-4.0,-0.8,1.109
08:30,c,0.1,7579.0,16.02,0.1301,vix,0.1602,7607.4,7614.4,7.0,1.41,0.801
08:30,c,0.1,7579.0,16.02,0.1301,vixadj,0.1255,7607.4,7606.7,-0.7,-0.13,1.024
08:30,c,0.1,7579.0,16.02,0.1301,atmiv,0.1301,7607.4,7607.7,0.4,0.07,0.988
08:30,c,0.15,7579.0,16.02,0.1301,vix,0.1602,7601.3,7607.6,6.3,1.26,0.78
08:30,c,0.15,7579.0,16.02,0.1301,vixadj,0.1255,7601.3,7601.4,0.1,0.01,0.997
08:30,c,0.15,7579.0,16.02,0.1301,atmiv,0.1301,7601.3,7602.2,0.9,0.18,0.962
08:30,c,0.2,7579.0,16.02,0.1301,vix,0.1602,7596.9,7602.2,5.3,1.06,0.772
08:30,c,0.2,7579.0,16.02,0.1301,vixadj,0.1255,7596.9,7597.2,0.3,0.05,0.986
08:30,c,0.2,7579.0,16.02,0.1301,atmiv,0.1301,7596.9,7597.9,0.9,0.18,0.951
08:30,c,0.3,7579.0,16.02,0.1301,vix,0.1602,7590.3,7593.5,3.2,0.64,0.778
08:30,c,0.3,7579.0,16.02,0.1301,vixadj,0.1255,7590.3,7590.3,0.1,0.01,0.994
08:30,c,0.3,7579.0,16.02,0.1301,atmiv,0.1301,7590.3,7590.8,0.5,0.1,0.959
09:00,p,0.05,7583.93,16.01,0.1254,vix,0.1601,7530.5,7541.4,10.9,2.18,1.256
09:00,p,0.05,7583.93,16.01,0.1254,vixadj,0.1254,7530.5,7550.6,20.1,4.01,1.602
09:00,p,0.05,7583.93,16.01,0.1254,atmiv,0.1254,7530.5,7550.6,20.1,4.01,1.602
09:00,p,0.1,7583.93,16.01,0.1254,vix,0.1601,7549.5,7550.8,1.3,0.26,1.039
09:00,p,0.1,7583.93,16.01,0.1254,vixadj,0.1254,7549.5,7558.0,8.5,1.69,1.325
09:00,p,0.1,7583.93,16.01,0.1254,atmiv,0.1254,7549.5,7558.0,8.5,1.69,1.325
09:00,p,0.15,7583.93,16.01,0.1254,vix,0.1601,7558.2,7557.1,-1.1,-0.22,0.959
09:00,p,0.15,7583.93,16.01,0.1254,vixadj,0.1254,7558.2,7562.9,4.7,0.94,1.223
09:00,p,0.15,7583.93,16.01,0.1254,atmiv,0.1254,7558.2,7562.9,4.7,0.94,1.223
09:00,p,0.2,7583.93,16.01,0.1254,vix,0.1601,7564.2,7562.2,-2.0,-0.4,0.908
09:00,p,0.2,7583.93,16.01,0.1254,vixadj,0.1254,7564.2,7566.9,2.7,0.54,1.159
09:00,p,0.2,7583.93,16.01,0.1254,atmiv,0.1254,7564.2,7566.9,2.7,0.54,1.159
09:00,p,0.3,7583.93,16.01,0.1254,vix,0.1601,7572.4,7570.4,-2.0,-0.4,0.852
09:00,p,0.3,7583.93,16.01,0.1254,vixadj,0.1254,7572.4,7573.3,0.9,0.18,1.086
09:00,p,0.3,7583.93,16.01,0.1254,atmiv,0.1254,7572.4,7573.3,0.9,0.18,1.086
09:00,c,0.05,7583.93,16.01,0.1254,vix,0.1601,7620.1,7626.8,6.7,1.34,0.844
09:00,c,0.05,7583.93,16.01,0.1254,vixadj,0.1254,7620.1,7617.5,-2.6,-0.53,1.078
09:00,c,0.05,7583.93,16.01,0.1254,atmiv,0.1254,7620.1,7617.5,-2.6,-0.53,1.078
09:00,c,0.1,7583.93,16.01,0.1254,vix,0.1601,7609.6,7617.3,7.7,1.54,0.769
09:00,c,0.1,7583.93,16.01,0.1254,vixadj,0.1254,7609.6,7610.1,0.4,0.09,0.983
09:00,c,0.1,7583.93,16.01,0.1254,atmiv,0.1254,7609.6,7610.1,0.4,0.09,0.983
09:00,c,0.15,7583.93,16.01,0.1254,vix,0.1601,7604.1,7610.9,6.8,1.36,0.749
09:00,c,0.15,7583.93,16.01,0.1254,vixadj,0.1254,7604.1,7605.1,0.9,0.18,0.957
09:00,c,0.15,7583.93,16.01,0.1254,atmiv,0.1254,7604.1,7605.1,0.9,0.18,0.957
09:00,c,0.2,7583.93,16.01,0.1254,vix,0.1601,7600.3,7605.8,5.5,1.1,0.748
09:00,c,0.2,7583.93,16.01,0.1254,vixadj,0.1254,7600.3,7601.1,0.8,0.15,0.956
09:00,c,0.2,7583.93,16.01,0.1254,atmiv,0.1254,7600.3,7601.1,0.8,0.15,0.956
09:00,c,0.3,7583.93,16.01,0.1254,vix,0.1601,7594.0,7597.6,3.6,0.73,0.734
09:00,c,0.3,7583.93,16.01,0.1254,vixadj,0.1254,7594.0,7594.6,0.7,0.13,0.938
09:00,c,0.3,7583.93,16.01,0.1254,atmiv,0.1254,7594.0,7594.6,0.7,0.13,0.938
09:30,p,0.05,7585.01,16.02,0.1166,vix,0.1602,7539.8,7545.2,5.4,1.08,1.136
09:30,p,0.05,7585.01,16.02,0.1166,vixadj,0.1255,7539.8,7553.8,14.0,2.8,1.448
09:30,p,0.05,7585.01,16.02,0.1166,atmiv,0.1166,7539.8,7556.0,16.2,3.24,1.559
09:30,p,0.1,7585.01,16.02,0.1166,vix,0.1602,7555.0,7554.0,-1.1,-0.21,0.966
09:30,p,0.1,7585.01,16.02,0.1166,vixadj,0.1255,7555.0,7560.7,5.6,1.13,1.232
09:30,p,0.1,7585.01,16.02,0.1166,atmiv,0.1166,7555.0,7562.4,7.4,1.47,1.326
09:30,p,0.15,7585.01,16.02,0.1166,vix,0.1602,7563.0,7559.9,-3.1,-0.62,0.876
09:30,p,0.15,7585.01,16.02,0.1166,vixadj,0.1255,7563.0,7565.3,2.3,0.46,1.118
09:30,p,0.15,7585.01,16.02,0.1166,atmiv,0.1166,7563.0,7566.7,3.7,0.74,1.203
09:30,p,0.2,7585.01,16.02,0.1166,vix,0.1602,7567.9,7564.6,-3.3,-0.66,0.838
09:30,p,0.2,7585.01,16.02,0.1166,vixadj,0.1255,7567.9,7569.0,1.1,0.22,1.068
09:30,p,0.2,7585.01,16.02,0.1166,atmiv,0.1166,7567.9,7570.2,2.2,0.44,1.15
09:30,p,0.3,7585.01,16.02,0.1166,vix,0.1602,7575.1,7572.3,-2.7,-0.55,0.784
09:30,p,0.3,7585.01,16.02,0.1166,vixadj,0.1255,7575.1,7575.1,-0.0,-0.0,1.0
09:30,p,0.3,7585.01,16.02,0.1166,atmiv,0.1166,7575.1,7575.8,0.7,0.14,1.076
09:30,c,0.05,7585.01,16.02,0.1166,vix,0.1602,7619.8,7625.1,5.3,1.05,0.869
09:30,c,0.05,7585.01,16.02,0.1166,vixadj,0.1255,7619.8,7616.4,-3.5,-0.69,1.11
09:30,c,0.05,7585.01,16.02,0.1166,atmiv,0.1166,7619.8,7614.2,-5.7,-1.14,1.195
09:30,c,0.1,7585.01,16.02,0.1166,vix,0.1602,7609.3,7616.2,6.9,1.39,0.778
09:30,c,0.1,7585.01,16.02,0.1166,vixadj,0.1255,7609.3,7609.5,0.2,0.03,0.993
09:30,c,0.1,7585.01,16.02,0.1166,atmiv,0.1166,7609.3,7607.7,-1.6,-0.32,1.07
09:30,c,0.15,7585.01,16.02,0.1166,vix,0.1602,7604.0,7610.3,6.3,1.26,0.751
09:30,c,0.15,7585.01,16.02,0.1166,vixadj,0.1255,7604.0,7604.8,0.8,0.16,0.959
09:30,c,0.15,7585.01,16.02,0.1166,atmiv,0.1166,7604.0,7603.4,-0.6,-0.12,1.033
09:30,c,0.2,7585.01,16.02,0.1166,vix,0.1602,7600.0,7605.5,5.5,1.11,0.73
09:30,c,0.2,7585.01,16.02,0.1166,vixadj,0.1255,7600.0,7601.1,1.1,0.22,0.933
09:30,c,0.2,7585.01,16.02,0.1166,atmiv,0.1166,7600.0,7599.9,-0.1,-0.01,1.004
09:30,c,0.3,7585.01,16.02,0.1166,vix,0.1602,7594.4,7597.8,3.4,0.69,0.732
09:30,c,0.3,7585.01,16.02,0.1166,vixadj,0.1255,7594.4,7595.0,0.7,0.13,0.935
09:30,c,0.3,7585.01,16.02,0.1166,atmiv,0.1166,7594.4,7594.3,-0.1,-0.01,1.006
10:00,p,0.05,7597.01,15.93,0.1107,vix,0.1593,7558.4,7560.3,1.9,0.37,1.051
10:00,p,0.05,7597.01,15.93,0.1107,vixadj,0.1248,7558.4,7568.2,9.8,1.96,1.34
10:00,p,0.05,7597.01,15.93,0.1107,atmiv,0.1107,7558.4,7571.5,13.0,2.61,1.51
10:00,p,0.1,7597.01,15.93,0.1107,vix,0.1593,7572.4,7568.4,-4.0,-0.8,0.86
10:00,p,0.1,7597.01,15.93,0.1107,vixadj,0.1248,7572.4,7574.6,2.2,0.43,1.097
10:00,p,0.1,7597.01,15.93,0.1107,atmiv,0.1107,7572.4,7577.1,4.7,0.94,1.236
10:00,p,0.15,7597.01,15.93,0.1107,vix,0.1593,7578.7,7573.9,-4.8,-0.96,0.792
10:00,p,0.15,7597.01,15.93,0.1107,vixadj,0.1248,7578.7,7578.9,0.2,0.04,1.01
10:00,p,0.15,7597.01,15.93,0.1107,atmiv,0.1107,7578.7,7580.9,2.2,0.44,1.138
10:00,p,0.2,7597.01,15.93,0.1107,vix,0.1593,7582.9,7578.2,-4.7,-0.94,0.751
10:00,p,0.2,7597.01,15.93,0.1107,vixadj,0.1248,7582.9,7582.3,-0.6,-0.12,0.958
10:00,p,0.2,7597.01,15.93,0.1107,atmiv,0.1107,7582.9,7583.9,1.0,0.21,1.079
10:00,p,0.3,7597.01,15.93,0.1107,vix,0.1593,7589.1,7585.3,-3.7,-0.75,0.68
10:00,p,0.3,7597.01,15.93,0.1107,vixadj,0.1248,7589.1,7587.8,-1.2,-0.24,0.867
10:00,p,0.3,7597.01,15.93,0.1107,atmiv,0.1107,7589.1,7588.9,-0.2,-0.04,0.977
10:00,c,0.05,7597.01,15.93,0.1107,vix,0.1593,7629.2,7634.0,4.8,0.95,0.871
10:00,c,0.05,7597.01,15.93,0.1107,vixadj,0.1248,7629.2,7625.9,-3.3,-0.65,1.113
10:00,c,0.05,7597.01,15.93,0.1107,atmiv,0.1107,7629.2,7622.7,-6.5,-1.31,1.255
10:00,c,0.1,7597.01,15.93,0.1107,vix,0.1593,7620.5,7625.8,5.2,1.05,0.818
10:00,c,0.1,7597.01,15.93,0.1107,vixadj,0.1248,7620.5,7619.5,-1.0,-0.2,1.044
10:00,c,0.1,7597.01,15.93,0.1107,atmiv,0.1107,7620.5,7617.0,-3.5,-0.71,1.177
10:00,c,0.15,7597.01,15.93,0.1107,vix,0.1593,7614.8,7620.3,5.4,1.09,0.766
10:00,c,0.15,7597.01,15.93,0.1107,vixadj,0.1248,7614.8,7615.2,0.4,0.08,0.979
10:00,c,0.15,7597.01,15.93,0.1107,atmiv,0.1107,7614.8,7613.2,-1.7,-0.33,1.103
10:00,c,0.2,7597.01,15.93,0.1107,vix,0.1593,7611.4,7615.9,4.5,0.91,0.759
10:00,c,0.2,7597.01,15.93,0.1107,vixadj,0.1248,7611.4,7611.8,0.4,0.09,0.97
10:00,c,0.2,7597.01,15.93,0.1107,atmiv,0.1107,7611.4,7610.1,-1.2,-0.25,1.094
10:00,c,0.3,7597.01,15.93,0.1107,vix,0.1593,7606.0,7608.8,2.8,0.56,0.764
10:00,c,0.3,7597.01,15.93,0.1107,vixadj,0.1248,7606.0,7606.2,0.2,0.05,0.976
10:00,c,0.3,7597.01,15.93,0.1107,atmiv,0.1107,7606.0,7605.2,-0.8,-0.16,1.1
10:30,p,0.05,7600.9,15.88,0.1213,vix,0.1588,7573.2,7567.5,-5.8,-1.16,0.827
10:30,p,0.05,7600.9,15.88,0.1213,vixadj,0.1244,7573.2,7574.7,1.4,0.29,1.055
10:30,p,0.05,7600.9,15.88,0.1213,atmiv,0.1213,7573.2,7575.3,2.1,0.42,1.082
10:30,p,0.1,7600.9,15.88,0.1213,vix,0.1588,7585.3,7574.8,-10.5,-2.1,0.597
10:30,p,0.1,7600.9,15.88,0.1213,vixadj,0.1244,7585.3,7580.5,-4.9,-0.97,0.762
10:30,p,0.1,7600.9,15.88,0.1213,atmiv,0.1213,7585.3,7581.0,-4.3,-0.87,0.782
10:30,p,0.15,7600.9,15.88,0.1213,vix,0.1588,7588.6,7579.8,-8.8,-1.76,0.583
10:30,p,0.15,7600.9,15.88,0.1213,vixadj,0.1244,7588.6,7584.4,-4.2,-0.85,0.744
